id,careers,interests,recrtTitle,jobId
1743,"[{'job': '영업/판매/운전/운송', 'career': 24}]","['세차/세탁', '운전', '운송']",렌트카 내부 청소 및 주차관리,K120141708170037
1744,"[{'job': '영업/판매/운전/운송', 'career': 18}]","['세차/세탁', '편의점/마트', '농림어업']",렌트카 내부 청소 및 주차관리,K120141709040056
1745,"[{'job': '영업/판매/운전/운송', 'career': 23}, {'job': '설치/정비/생산', 'career': 7}, {'job': '예술/디자인/방송/스포츠', 'career': 32}]",['세차/세탁'],렌트카 내부 청소 및 주차관리,K120141709210026
1746,"[{'job': '영업/판매/운전/운송', 'career': 30}, {'job': '경영/사무/금융/보험', 'career': 17}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 36}]",['세차/세탁'],렌트카 내부 청소 및 주차관리,K120141710110018
1747,"[{'job': '영업/판매/운전/운송', 'career': 18}, {'job': '설치/정비/생산', 'career': 10}]","['세차/세탁', '방역']",렌트카 내부 청소 및 주차관리,K120141710180020
1748,"[{'job': '영업/판매/운전/운송', 'career': 18}, {'job': '농림어업', 'career': 13}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 18}]",['세차/세탁'],렌트카 내부 청소 및 주차관리,K120141711070031
1749,"[{'job': '영업/판매/운전/운송', 'career': 13}]","['세차/세탁', '운송', '문화예술']",렌트카 내부 청소 및 주차관리,K120141711220012
1750,"[{'job': '영업/판매/운전/운송', 'career': 9}, {'job': '농림어업', 'career': 28}]",['세차/세탁'],렌트카 내부 청소 및 주차관리,K120141712070035
1751,"[{'job': '영업/판매/운전/운송', 'career': 34}, {'job': '보건/의료', 'career': 13}]","['세차/세탁', '농림어업', '기타']",렌트카 내부 청소 및 주차관리,K120141712220018
1752,"[{'job': '영업/판매/운전/운송', 'career': 39}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 20}, {'job': '연구/공학기술', 'career': 39}]","['세차/세탁', '써빙']",렌트카 내부 청소 및 주차관리,K120141801090034
1753,"[{'job': '영업/판매/운전/운송', 'career': 14}, {'job': '설치/정비/생산', 'career': 26}, {'job': '건설/채굴', 'career': 9}]",['세차/세탁'],버스회사 세차원 모집,K120231604210001
1754,"[{'job': '영업/판매/운전/운송', 'career': 9}]","['세차/세탁', '안전점검원', '택배']",버스회사 세차원 모집,K120231605130054
1755,"[{'job': '영업/판매/운전/운송', 'career': 7}]","['세차/세탁', '요양/간병', '청소원']",버스회사 세차원 모집,K120231607150002
1756,"[{'job': '영업/판매/운전/운송', 'career': 11}, {'job': '건설/채굴', 'career': 33}]","['세차/세탁', '주유', '건물/모텔청소']",저수조 청소원 모집,K120231608010046
1757,"[{'job': '영업/판매/운전/운송', 'career': 27}, {'job': '연구/공학기술', 'career': 33}, {'job': '보건/의료', 'career': 20}]",['세차/세탁'],서울아산병원내 세탁실 직원 모집,K120231610210019
1758,"[{'job': '영업/판매/운전/운송', 'career': 33}]",['세차/세탁'],"운동화 세탁원 모집(정규직, 남,여 고령자우대)",K120231611030022
1759,"[{'job': '영업/판매/운전/운송', 'career': 28}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 26}, {'job': '미용/여행/숙박/음식/경비/청소', 'career': 14}]","['세차/세탁', '환경미화']",SK셀프주유소에서 세차직원 모십니다(무료 숙식 제공),K120231611090021
1760,"[{'job': '영업/판매/운전/운송', 'career': 16}]",['세차/세탁'],순천향병원 린넨실 사원 모집(미싱가능자),K120231611240019
1761,"[{'job': '영업/판매/운전/운송', 'career': 14}]",['세차/세탁'],서울아산병원내 세탁실 직원 모집,K120231612230017
1762,"[{'job': '영업/판매/운전/운송', 'career': 33}]","['세차/세탁', '운송', '조립/포장']",[급구]세차직원 한 분 모십니다,K120231701100043
1763,"[{'job': '영업/판매/운전/운송', 'career': 26}, {'job': '보건/의료', 'career': 13}, {'job': '미용/여행/숙박/음식/경비/청소', 'career': 9}]","['세차/세탁', '기타']",순천향병원 린넨실 사원 모집(미싱가능자),K120231701160034
1764,"[{'job': '영업/판매/운전/운송', 'career': 26}]","['세차/세탁', '가사도우미']",세탁보조원 모십니다.,K120231701250014
1765,"[{'job': '영업/판매/운전/운송', 'career': 32}]","['세차/세탁', '접수/예약', '사무보조']",서울아산병원내 세탁실 직원 모집,K120231702200027
1766,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 35}]",['세차/세탁'],세탁보조원 모십니다.,K120231702210020
1767,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 23}, {'job': '건설/채굴', 'career': 30}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 23}]","['세차/세탁', '교육/강사/해설사', '조립/포장']",순천향병원 린넨실 사원 모집(미싱가능자),K120231703170067
1768,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 10}]","['세차/세탁', '교통/생활지도']",세탁및 다림질원 정규직 직원모십니다.,K120231704100016
1769,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 12}, {'job': '연구/공학기술', 'career': 6}, {'job': '예술/디자인/방송/스포츠', 'career': 38}]",['세차/세탁'],세차직원 두분 급구합니다(무료숙식제공 1인1실 3끼),K120231705080021
1770,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 33}]",['세차/세탁'],서울아산병원내 세탁실 직원 모집,K120231705110001
1771,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 24}]","['세차/세탁', '주방']","주유원/ 세차원 모집( 8시간근무, 무료숙식)",K120231706020082
1772,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 5}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 5}, {'job': '보건/의료', 'career': 14}]","['세차/세탁', '안전점검원', '아파트청소']",서울버스 세차원 모집,K120231707260010
1773,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 27}]","['세차/세탁', '제품검사']",서울아산병원내 세탁실 직원 모집,K120231708010076
1774,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 10}]",['세차/세탁'],서울아산병원내 세탁실 직원 모집,K120231708220014
1775,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 12}]",['세차/세탁'],서울아산병원내 세탁실 직원 모집,K120231711060018
1776,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 21}, {'job': '경영/사무/금융/보험', 'career': 36}, {'job': '보건/의료', 'career': 34}]","['세차/세탁', '안내원']",서울아산병원내 세탁실 직원 모집,K120231712050048
1777,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 39}, {'job': '건설/채굴', 'career': 28}, {'job': '설치/정비/생산', 'career': 24}]","['세차/세탁', '퀵서비스', '번역']",서울아산병원내 세탁실 직원 모집,K120231801050021
1778,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 15}, {'job': '연구/공학기술', 'career': 14}]",['세차/세탁'],정화조 청소,K120311508170038
1779,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 40}, {'job': '예술/디자인/방송/스포츠', 'career': 25}, {'job': '경영/사무/금융/보험', 'career': 34}]","['세차/세탁', '주방', '번역']",광택 및 세차직원 구합니다.- 세차 경력자 우대,K120311602180028
1780,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 40}, {'job': '영업/판매/운전/운송', 'career': 36}, {'job': '설치/정비/생산', 'career': 16}]","['세차/세탁', '운전']",광택기사 및 세차직원 구합니다.- 세차 경력자 우대,K120311603140011
1781,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 23}, {'job': '경영/사무/금융/보험', 'career': 27}, {'job': '영업/판매/운전/운송', 'career': 13}]","['세차/세탁', '경비원', '생산/제조']",광택기사 및 세차직원 구합니다.- 초보자 환영 세차 경력자 우대,K120311604040035
1782,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 33}]","['세차/세탁', '제품검사']",광택기사 및 세차직원 구합니다.- 초보자 환영 세차 경력자 우대,K120311703170015
1783,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 19}]","['세차/세탁', '조립/포장', '안전점검원']",광택기사 및 세차직원 구합니다.- 초보자 환영 세차 경력자 우대,K120311704030031
1784,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 18}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 9}, {'job': '연구/공학기술', 'career': 16}]",['세차/세탁'],광택기사 및 세차직원 구합니다.- 초보자 환영 세차 경력자 우대,K120311704190030
1785,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 10}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 22}, {'job': '경영/사무/금융/보험', 'career': 20}]",['세차/세탁'],광택기사 및 세차직원 구합니다.- 초보자 환영 세차 경력자 우대,K120311705080018
1786,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 25}, {'job': '건설/채굴', 'career': 12}, {'job': '보건/의료', 'career': 22}]","['세차/세탁', '건물/모텔청소', '생산/제조']",광택기사 및 세차직원 구합니다.- 초보자 환영 세차 경력자 우대,K120311709110039
1787,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 14}, {'job': '농림어업', 'career': 20}, {'job': '예술/디자인/방송/스포츠', 'career': 16}]","['세차/세탁', '문화예술', '번역']",광택기사 및 세차직원 구합니다.- 초보자 환영 세차 경력자 우대,K120311709290007
1788,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 24}, {'job': '보건/의료', 'career': 6}, {'job': '예술/디자인/방송/스포츠', 'career': 29}]","['세차/세탁', '사무보조']",광택기사 및 세차직원 구합니다.- 초보자 환영 세차 경력자 우대,K120311710180021
1789,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 6}, {'job': '보건/의료', 'career': 8}]","['세차/세탁', '교통/생활지도']",관악교통(주) 시내버스청소미화원,K120421502230003
1790,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 32}, {'job': '영업/판매/운전/운송', 'career': 39}, {'job': '보건/의료', 'career': 13}]",['세차/세탁'],저수조청소 및 방역원 구인,K120421509220029
1791,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 19}]","['세차/세탁', '접수/예약', '영업/판매']",세탁보조원 채용,K120511508190026
1792,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 17}, {'job': '건설/채굴', 'career': 6}, {'job': '예술/디자인/방송/스포츠', 'career': 20}]","['세차/세탁', '조립/포장']",세차 및 청소원,K120511608040014
1793,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 35}]","['세차/세탁', '사무보조', '건물/시설관리']","병원 세탁업무 하실분 급구 합니다,",K120511703070030
1794,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 27}, {'job': '보건/의료', 'career': 12}]",['세차/세탁'],사회적기업 (주)은빛작업장에서  세탁건조 및 관리직 구함,K120511704190008
1795,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 18}]","['세차/세탁', '써빙']",세탁원 및 세탁보조,K120611502160016
1796,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 32}, {'job': '연구/공학기술', 'career': 23}, {'job': '보건/의료', 'career': 29}]","['세차/세탁', '주유']",세차원 및 주유원,K120611509020033
1797,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 13}, {'job': '농림어업', 'career': 5}, {'job': '설치/정비/생산', 'career': 10}]","['세차/세탁', '매표소/카운터', '아파트청소']",광양항 내 컨테이너 내부 고압 세척,K130041504030052
1798,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 16}, {'job': '예술/디자인/방송/스포츠', 'career': 12}]",['세차/세탁'],분당 이매동 스포츠센타 세탁실 세탁원 급구,K130041505150062
1799,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 10}]","['세차/세탁', '방역', '가사도우미']",분당 이매동 스포츠센타 세탁실 세탁원 급구,K130041506080074
1800,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 26}]","['세차/세탁', '리서치/설문']",분당 이매동 스포츠센타 세탁실 세탁원 급구,K130041506260056
1801,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 22}]","['세차/세탁', '번역', '건물/시설관리']",분당 이매동 스포츠센타 세탁실 세탁원 급구,K130041507140028
1802,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 31}]","['세차/세탁', '아파트청소', '제품검사']",분당 이매동 스포츠센타 세탁실 세탁원 급구,K130041508030069
1803,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 5}, {'job': '설치/정비/생산', 'career': 14}]","['세차/세탁', '조립/포장']",츄레라 및 화물차 세차원 모집,K130041511160137
1804,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 26}, {'job': '영업/판매/운전/운송', 'career': 28}]","['세차/세탁', '운전', '접수/예약']",분당 이매동 스포츠센타 세탁실 세탁원 급구,K130041602150052
1805,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 29}]",['세차/세탁'],버스세차원모집,K130041605130009
3355,"[{'job': '영업/판매/운전/운송', 'career': 20}]","['편의점/마트', '요양/간병', '주유']",[주 5일/구리사노 ] 애완용품 할인 매장 장보는 강양이 판매사원 모집,K120031512240035
3356,"[{'job': '영업/판매/운전/운송', 'career': 22}, {'job': '연구/공학기술', 'career': 24}]","['편의점/마트', '접수/예약', '산후조리']",이마트 구미점 베이커리 직원 모집,K120121611010045
3357,"[{'job': '영업/판매/운전/운송', 'career': 16}, {'job': '농림어업', 'career': 37}]","['편의점/마트', '기타', '교통/생활지도']",이마트 죽전점 베이커리 직원 모집,K120121611030010
3358,"[{'job': '영업/판매/운전/운송', 'career': 24}]",['편의점/마트'],"백화점 식품관내 판매원[분당판교,수원점,영등포관악점로 재배치]",K120121612090015
3359,"[{'job': '영업/판매/운전/운송', 'career': 38}, {'job': '경영/사무/금융/보험', 'career': 6}]","['편의점/마트', '농림어업']",이마트 태백점 베이커리 판매 직원 모집,K120121708170033
3360,"[{'job': '영업/판매/운전/운송', 'career': 8}]",['편의점/마트'],이마트 상주점 베이커리 매장판매 직원 모집,K120121708170035
3361,"[{'job': '영업/판매/운전/운송', 'career': 5}]","['편의점/마트', '교통/생활지도', '교육/강사/해설사']","주유소 소장(주유소,주6일)[고려대역6번출구]",K120121708170042
3362,"[{'job': '영업/판매/운전/운송', 'career': 24}]","['편의점/마트', '번역', '조립/포장']",이마트 태백점 베이커리 판매 직원 모집,K120121709180041
3363,"[{'job': '영업/판매/운전/운송', 'career': 5}]","['편의점/마트', '매표소/카운터', '청소원']",이마트 태백점 베이커리 판매 직원 모집,K120121710130057
3364,"[{'job': '영업/판매/운전/운송', 'career': 10}, {'job': '경영/사무/금융/보험', 'career': 12}]","['편의점/마트', '조립/포장', '방역']",이마트 태백점 베이커리 판매 직원 모집,K120121710300041
3365,"[{'job': '영업/판매/운전/운송', 'career': 26}, {'job': '연구/공학기술', 'career': 35}, {'job': '건설/채굴', 'career': 30}]",['편의점/마트'],이마트 태백점 베이커리 판매 직원 모집,K120121711150014
3366,"[{'job': '영업/판매/운전/운송', 'career': 15}]","['편의점/마트', '주유', '배달']","주유소 책임자(주유소,주6일)[고려대역6번출구]",K120121711280002
3367,"[{'job': '영업/판매/운전/운송', 'career': 40}]","['편의점/마트', '주방']",이마트 태백점 베이커리 판매 직원 모집,K120121712010035
3368,"[{'job': '영업/판매/운전/운송', 'career': 34}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 12}]","['편의점/마트', '생산/제조']",이마트 태백점 베이커리 판매 직원 모집,K120121712220009
3369,"[{'job': '영업/판매/운전/운송', 'career': 32}, {'job': '경영/사무/금융/보험', 'career': 16}, {'job': '설치/정비/생산', 'career': 14}]","['편의점/마트', '안전점검원', '영업/판매']",서울적십자병원 매점 보조원 모점,K120141603290046
3370,"[{'job': '영업/판매/운전/운송', 'career': 17}, {'job': '농림어업', 'career': 27}]",['편의점/마트'],서울적십자병원 매점 보조원 모점,K120141607140048
3371,"[{'job': '영업/판매/운전/운송', 'career': 23}, {'job': '미용/여행/숙박/음식/경비/청소', 'career': 29}]",['편의점/마트'],야간 근무자모집,K120141610280014
3372,"[{'job': '영업/판매/운전/운송', 'career': 33}, {'job': '보건/의료', 'career': 19}, {'job': '미용/여행/숙박/음식/경비/청소', 'career': 27}]","['편의점/마트', '퀵서비스', '교통/생활지도']",대형마트판매원 모집/<고로케쿡 롯데마트 입점 판매>,K120231505290044
3373,"[{'job': '영업/판매/운전/운송', 'career': 18}, {'job': '연구/공학기술', 'career': 20}]",['편의점/마트'],편의점 판매원 모집,K120231508200039
3374,"[{'job': '영업/판매/운전/운송', 'career': 27}, {'job': '설치/정비/생산', 'career': 36}]","['편의점/마트', '아파트청소']",격일제 근무자 모집(편의점 판매원),K120231508210026
3375,"[{'job': '영업/판매/운전/운송', 'career': 35}, {'job': '건설/채굴', 'career': 17}, {'job': '농림어업', 'career': 16}]","['편의점/마트', '요양/간병', '택배']","시간선택제 근무자(매장관리직) 모집 (홀,주방/매장 부점장모집)",K120231601260040
3376,"[{'job': '영업/판매/운전/운송', 'career': 27}, {'job': '경영/사무/금융/보험', 'career': 12}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 22}]",['편의점/마트'],[실버 인턴 모집] 장난감 가게 매장 점원,K120231602170008
3377,"[{'job': '영업/판매/운전/운송', 'career': 30}]","['편의점/마트', '가사도우미', '영업/판매']",침구류 판매사원 모집,K120231603070058
3378,"[{'job': '영업/판매/운전/운송', 'career': 12}, {'job': '미용/여행/숙박/음식/경비/청소', 'career': 20}, {'job': '보건/의료', 'career': 36}]","['편의점/마트', '요양/간병']",[실버] 아동복 판매 매니저 모집,K120231603280026
3379,"[{'job': '영업/판매/운전/운송', 'career': 21}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 17}]",['편의점/마트'],침구류 판매사원 모집,K120231605200046
3380,"[{'job': '영업/판매/운전/운송', 'career': 31}]","['편의점/마트', '문화시설', '주방']",[실버인턴] 업무보조 및 계산대 계산,K120231606010082
3381,"[{'job': '영업/판매/운전/운송', 'career': 14}]","['편의점/마트', '번역', '상담원']",[이마트]스타필드하남 STAFF(상품이동 및 진열 / 푸드서비스) 모집,K120231608050003
3382,"[{'job': '영업/판매/운전/운송', 'career': 17}]",['편의점/마트'],[실버 인력 채용]실내놀이터  놀이 선생님 모집,K120231608240026
3383,"[{'job': '영업/판매/운전/운송', 'career': 22}, {'job': '경영/사무/금융/보험', 'career': 22}, {'job': '예술/디자인/방송/스포츠', 'career': 25}]",['편의점/마트'],편의점 야간 근무자 구함,K120231609010026
3384,"[{'job': '영업/판매/운전/운송', 'career': 35}, {'job': '건설/채굴', 'career': 22}, {'job': '예술/디자인/방송/스포츠', 'career': 12}]","['편의점/마트', '조립/포장']",[실버 인턴] 주 2일 장난감 판매 담당 모집,K120231610180044
3385,"[{'job': '영업/판매/운전/운송', 'career': 13}]","['편의점/마트', '기타', '안전점검원']",장난감 판매 담당 상점판매원 모집,K120231707270005
3386,"[{'job': '영업/판매/운전/운송', 'career': 37}, {'job': '건설/채굴', 'career': 9}, {'job': '설치/정비/생산', 'career': 27}]","['편의점/마트', '생산/제조', '육아/보육']",[전국] 슈퍼바이저 모집,K120231709260001
3387,"[{'job': '영업/판매/운전/운송', 'career': 31}, {'job': '보건/의료', 'career': 19}]","['편의점/마트', '운송']",[전국] 슈퍼바이저 모집,K120231710270044
3388,"[{'job': '영업/판매/운전/운송', 'career': 39}]","['편의점/마트', '안전점검원', '매표소/카운터']",[전국] 슈퍼바이저 모집,K120231710270045
3389,"[{'job': '영업/판매/운전/운송', 'career': 25}, {'job': '미용/여행/숙박/음식/경비/청소', 'career': 31}]",['편의점/마트'],[전국] 슈퍼바이저 모집,K120231710270046
3390,"[{'job': '영업/판매/운전/운송', 'career': 24}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 19}, {'job': '연구/공학기술', 'career': 8}]","['편의점/마트', '써빙']",[대구경북사업부] 슈퍼바이저 모집,K120231710270048
3391,"[{'job': '영업/판매/운전/운송', 'career': 6}, {'job': '설치/정비/생산', 'career': 35}]",['편의점/마트'],[부산경남사업부] 슈퍼바이저 모집,K120231710270049
3392,"[{'job': '영업/판매/운전/운송', 'career': 28}, {'job': '연구/공학기술', 'career': 19}]","['편의점/마트', '건물/시설관리']",[스펙타파!] 매장담당 슈퍼바이저 모집,K120231712120022
3393,"[{'job': '영업/판매/운전/운송', 'career': 27}, {'job': '건설/채굴', 'career': 21}]","['편의점/마트', '생산/제조']",[스펙타파!] 매장담당 슈퍼바이저 모집,K120231712120025
3394,"[{'job': '영업/판매/운전/운송', 'career': 39}]","['편의점/마트', '아파트청소']",[스펙타파!] 매장담당 슈퍼바이저 모집,K120231712120046
3395,"[{'job': '영업/판매/운전/운송', 'career': 11}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 37}, {'job': '건설/채굴', 'career': 31}]","['편의점/마트', '퀵서비스']",[스펙타파!] 매장담당 슈퍼바이저 모집,K120231712120047
3396,"[{'job': '영업/판매/운전/운송', 'career': 23}]","['편의점/마트', '청소원', '상담원']",[스펙타파!] 매장담당 슈퍼바이저 모집,K120231712120049
3397,"[{'job': '영업/판매/운전/운송', 'career': 9}, {'job': '예술/디자인/방송/스포츠', 'career': 31}]","['편의점/마트', '산후조리']",강남 롯데 백화점 Open 전담 사원( 식자재 / 유효기간 check 등 전반적인 준비) 채용 공고,K120311511160063
3398,"[{'job': '영업/판매/운전/운송', 'career': 14}, {'job': '미용/여행/숙박/음식/경비/청소', 'career': 22}, {'job': '농림어업', 'career': 6}]","['편의점/마트', '경비원']",매장판매원,K120421510210079
3399,"[{'job': '영업/판매/운전/운송', 'career': 18}, {'job': '건설/채굴', 'career': 26}, {'job': '예술/디자인/방송/스포츠', 'career': 39}]","['편의점/마트', '안내원', '택배']",롯데하이마트 [진주 평거점] 가전판매사원 모집,K120421704120035
3400,"[{'job': '영업/판매/운전/운송', 'career': 14}]","['편의점/마트', '조립/포장']",슈퍼마켓 점장 구합니다.,K120511707240030
3401,"[{'job': '영업/판매/운전/운송', 'career': 5}, {'job': '미용/여행/숙박/음식/경비/청소', 'career': 22}, {'job': '농림어업', 'career': 10}]",['편의점/마트'],편의점점장 구합니다.,K120511708180004
3402,"[{'job': '영업/판매/운전/운송', 'career': 12}, {'job': '연구/공학기술', 'career': 40}]","['편의점/마트', '운전']",GS25편의점 평일야간 장기근무 직원모집,K120611502240039
3403,"[{'job': '영업/판매/운전/운송', 'career': 39}, {'job': '미용/여행/숙박/음식/경비/청소', 'career': 37}, {'job': '보건/의료', 'career': 21}]","['편의점/마트', '방역', '문화예술']",매장관리자 채용,K120611504130033
3404,"[{'job': '영업/판매/운전/운송', 'career': 39}]","['편의점/마트', '농림어업']",GS25편의점 평일야간 장기근무 직원모집,K120611504280020
3405,"[{'job': '영업/판매/운전/운송', 'career': 28}, {'job': '경영/사무/금융/보험', 'career': 11}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 33}]","['편의점/마트', '써빙']",에브리데이(이파트슈퍼) 행사 판매사원 모집,K120611510150012
3406,"[{'job': '영업/판매/운전/운송', 'career': 17}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 39}, {'job': '보건/의료', 'career': 22}]","['편의점/마트', '주유']",수제어묵 판매사원 모집,K130041509170069
3407,"[{'job': '영업/판매/운전/운송', 'career': 15}]","['편의점/마트', '리서치/설문']",수제어묵 판매사원 모집,K130041509170071
3408,"[{'job': '영업/판매/운전/운송', 'career': 34}]",['편의점/마트'],수제어묵 판매사원 모집,K130041511100018
3409,"[{'job': '영업/판매/운전/운송', 'career': 16}, {'job': '농림어업', 'career': 18}, {'job': '설치/정비/생산', 'career': 9}]","['편의점/마트', '문화예술']",편의점 판매원 모집,K130111506150007
3410,"[{'job': '영업/판매/운전/운송', 'career': 10}, {'job': '예술/디자인/방송/스포츠', 'career': 23}]","['편의점/마트', '택배']",마트판매원(소분/포장/판매 등) 모집,K130111510280037
3411,"[{'job': '영업/판매/운전/운송', 'career': 39}, {'job': '예술/디자인/방송/스포츠', 'career': 28}]",['편의점/마트'],판매보조원,K130231509040039
3412,"[{'job': '영업/판매/운전/운송', 'career': 5}]","['편의점/마트', '환경미화']",시장마트 식육점 판매 직원 구함,K130231603180042
3413,"[{'job': '영업/판매/운전/운송', 'career': 24}, {'job': '농림어업', 'career': 33}, {'job': '경영/사무/금융/보험', 'career': 15}]","['편의점/마트', '방역', '안전점검원']",상품판매 및 상품진열원 모집,K131111510080034
3414,"[{'job': '영업/판매/운전/운송', 'career': 27}, {'job': '설치/정비/생산', 'career': 5}]","['편의점/마트', '택배', '농림어업']",냉동기계 에어컨설치자재 판매보조원 모집,K131111511020020
3415,"[{'job': '영업/판매/운전/운송', 'career': 14}, {'job': '농림어업', 'career': 15}]","['편의점/마트', '생산/제조']",점장님 구합니다,K131111707030038
3416,"[{'job': '영업/판매/운전/운송', 'career': 15}]",['편의점/마트'],미니스톱 울산남부점 직원 채용 공고,K131211503310002
3417,"[{'job': '영업/판매/운전/운송', 'career': 11}]",['편의점/마트'],판매 및 배달원 구인,K131211504010038
3418,"[{'job': '영업/판매/운전/운송', 'career': 39}, {'job': '건설/채굴', 'career': 5}]","['편의점/마트', '주방']",판매 직원 채용합니다.,K131211506080078
3419,"[{'job': '영업/판매/운전/운송', 'career': 14}]",['편의점/마트'],"매장관리, 배달 직원 구합니다",K131211508200013
3420,"[{'job': '영업/판매/운전/운송', 'career': 21}, {'job': '농림어업', 'career': 27}, {'job': '예술/디자인/방송/스포츠', 'career': 13}]",['편의점/마트'],매장관리,K131211510010087
3421,"[{'job': '영업/판매/운전/운송', 'career': 31}, {'job': '설치/정비/생산', 'career': 7}]","['편의점/마트', '사무보조']","마트 배송, 매장관리 판매 등",K131311707200048
3422,"[{'job': '영업/판매/운전/운송', 'career': 10}, {'job': '경영/사무/금융/보험', 'career': 10}]","['편의점/마트', '번역']",평산동 세븐일레븐과 함께할 여러분을 모십니다.,K131331602050012
3423,"[{'job': '영업/판매/운전/운송', 'career': 33}]","['편의점/마트', '산후조리', '기타']",평산동 세븐일레븐과 함께할 여러분을 모십니다.,K131331605180027
3424,"[{'job': '영업/판매/운전/운송', 'career': 36}]",['편의점/마트'],주5일제 야간 직원 구함.,K131511612220006
3425,"[{'job': '영업/판매/운전/운송', 'career': 19}, {'job': '농림어업', 'career': 18}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 9}]",['편의점/마트'],캐샤 및 관리직원 모집,K140021609190002
3426,"[{'job': '영업/판매/운전/운송', 'career': 23}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 22}]","['편의점/마트', '번역', '육아/보육']",[마트]수성구 지산동 인근배송/상품진열 관리자 모집,K140111502100036
3427,"[{'job': '영업/판매/운전/운송', 'career': 5}]",['편의점/마트'],<6/9(화) 오후2시 대구고용센터 현장면접> 실버전용극장 그레이스실버영화관 매점판매/관리원모집,K140111506020040
3428,"[{'job': '영업/판매/운전/운송', 'career': 21}]",['편의점/마트'],(주) 금사연  그레이스 실버영화관의 새식구를 모집합니다. (매점판매 및 관리),K140111507030003
3429,"[{'job': '영업/판매/운전/운송', 'career': 27}]",['편의점/마트'],진천동 대백마트내 수산물 코너 판매점장 및 판매원 모집,K140111511160042
3430,"[{'job': '영업/판매/운전/운송', 'career': 29}]","['편의점/마트', '교통/생활지도']",신세계백화점 동대구복합환승센터 매장 판매직 현장면접 실시,K140111611160007
3431,"[{'job': '영업/판매/운전/운송', 'career': 36}]","['편의점/마트', '주유']","예비)사회적기업 두꺼비학교협동조합, 매장 운영 및 관리 사원 모집",K140131508270010
